European_code,Name,Category,Address,City,Region,Country,Lat,Lon
IT0000144756774,BANCA DI CREDITO COOPERATIVO DI OSTRA VETERE SOCIETA' COOPERATIVA,Entidad de crédito,"VIA MARCONI, 29",OSTRA VETERE,Marche,IT,43.6073267,12.9762386
IT0000144756774,BANCA DI CREDITO COOPERATIVO DI OSTRA VETERE SOCIETA' COOPERATIVA,Entidad de crédito,"VIA MARCONI, 29",OSTRA VETERE,Marche,IT,43.6125398,13.1583783
IT0000144756774,BANCA DI CREDITO COOPERATIVO DI OSTRA VETERE SOCIETA' COOPERATIVA,Entidad de crédito,"VIA MARCONI, 29",OSTRA VETERE,Marche,IT,43.6036524,13.0573844
IT0000441162005,BANCA DI CREDITO COOPERATIVO DI OSTUNI - SOCIETA' COOPERATIVA,Entidad de crédito,"LARGO MONSIGNOR ITALO PIGNATELLI, 2",OSTUNI,Puglia,IT,40.7320927,17.5775643
IT0000643853390,BANCA DI CREDITO COOPERATIVO DI PACHINO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA UNITA', 5",PACHINO,Sicilia,IT,36.7156466,15.0935436
IT0000112651703,BANCA DI CREDITO COOPERATIVO DI PERGOLA E CORINALDO SOCIETA' COOPERATIVA,Entidad de crédito,"V.LE MARTIRI DELLA LIBERTA', 46/B",PERGOLA,Marche,IT,43.5628542,12.8360175
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.395061,7.8769069
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.340064,7.8228866
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3307547,7.9410501
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3194434,7.8658339
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3705182,7.709771
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3045166,7.8912847
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3765698,7.9082315
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3520629,7.9002844
IT0000660716069,BANCA DI CREDITO COOPERATIVO DI PIANFEI E ROCCA DE' BALDI - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VILLANOVA, 23",PIANFEI,Piemonte,IT,44.3748905,7.8649098
IT0000104055204,BANCA DI CREDITO COOPERATIVO DI PONTASSIEVE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VITTORIO VENETO, 9",PONTASSIEVE,Toscana,IT,43.7758485,11.4399182
IT0000507001867,BANCA DI CREDITO COOPERATIVO DI PRATOLA PELIGNA (L'AQUILA) -SOCIETA' COOPERATIVA,Entidad de crédito,"VIA A. GRAMSCI, 138",PRATOLA PELIGNA,Abruzzo,IT,42.0968914,13.8721218
IT0003832525172,BANCA DI CREDITO COOPERATIVO DI PUTIGNANO - SOCIETA' COOPERATIVA PER AZIONI,Entidad de crédito,"VIA MARGHERITA DI SAVOIA, 13",PUTIGNANO,Puglia,IT,40.8497063,17.1204885
IT0000283631254,BANCA DI CREDITO COOPERATIVO DI RECANATI E COLMURANO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA LEOPARDI, 21-22 ANG. CORSO PERSIANI",RECANATI,Marche,IT,43.4038698,13.5489681
IT0000104747739,BANCA DI CREDITO COOPERATIVO DI ROMA - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA SARDEGNA, 129",ROMA,Lazio,IT,41.892984,12.4835363
IT0000743271729,BANCA DI CREDITO COOPERATIVO DI SAN GIOVANNI ROTONDO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIALE ALDO MORO, 9",SAN GIOVANNI ROTONDO,Puglia,IT,41.7070077,15.7272656
IT0000649678214,BANCA DI CREDITO COOPERATIVO DI SAN MARCO DEI CAVOTI E DEL SANNIO-CALVI - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA RISORGIMENTO, 16",SAN MARCO DEI CAVOTI,Campania,IT,41.3091889,14.8795883
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.3484878,17.725547
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.4215577,17.3878223
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.3836413,17.3325867
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.3906529,17.4473169
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.3225013,17.5699567
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.5021263,17.378601
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.5626952,17.3384464
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.4456083,17.4140162
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.4376024,17.3885443
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.4509218,17.5063259
IT0000761418292,BANCA DI CREDITO COOPERATIVO DI SAN MARZANO DI SAN GIUSEPPE - TARANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA VITTORIO EMANUELE S.N.C.,SAN MARZANO DI SAN GIUSEPPE,Puglia,IT,40.3549082,17.5028474
IT0000105944975,BANCA DI CREDITO COOPERATIVO DI SANTERAMO IN COLLE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TIROLO, 2",SANTERAMO IN COLLE,Puglia,IT,40.7938777,16.7543754
IT0000482303874,BANCA DI CREDITO COOPERATIVO DI SARSINA - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA ROMA, 18",SARSINA,Emilia-Romagna,IT,43.9186789,12.1412978
IT0000109245201,BANCA DI CREDITO COOPERATIVO DI SCAFATI E CETARA SOCIETA' COOPERATIVA,Entidad de crédito,"VIA PIETRO MELCHIADE, 47-49-51",SCAFATI,Campania,IT,40.7494251,14.5272811
IT0000635659728,BANCA DI CREDITO COOPERATIVO DI SPELLO E DEL VELINO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZALE DELLA PACE, 1",SPELLO,Umbria,IT,42.992107,12.6710697
IT0000119166240,BANCA DI CREDITO COOPERATIVO DI TERRA D'OTRANTO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA CESARE BATTISTI-ANG.VIA S.GIOVANNI,CARMIANO,Puglia,IT,40.3463194,18.0461355
IT0000389733921,BANCA DI CREDITO COOPERATIVO DI TRIUGGIO E DELLA VALLE DEL LAMBRO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA SERAFINO BIFFI, 8",TRIUGGIO,Lombardia,IT,45.6608562,9.2608362
IT0000144756510,"BANCA DI CREDITO COOPERATIVO DI VENEZIA, PADOVA E ROVIGO - BANCA ANNIA SOCIETA' COOPERATIVA",Entidad de crédito,"VIA ROMA, 15",CARTURA,Veneto,IT,45.2681015,11.8625604
IT0000643858182,BANCA DI CREDITO COOPERATIVO G. TONIOLO E SAN MICHELE DI SAN CATALDO (CALTANISSETTA)  SOCIETA' COOPERATIVA,Entidad de crédito,"CORSO VITTORIO EMANUELE, 171",SAN CATALDO,Sicilia,IT,37.4872222,13.9914224
IT0000180558223,BANCA DI CREDITO COOPERATIVO LA RISCOSSA DI REGALBUTO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA MONS. VITO PERNICONE, 1",REGALBUTO,Sicilia,IT,37.6521595,14.6407053
IT0000582339335,BANCA DI CREDITO COOPERATIVO LODI SOCIETA' COOPERATIVA,Entidad de crédito,"VIA GARIBALDI, 5",LODI,Lombardia,IT,45.3144787,9.5028118
IT0001484374866,BANCA DI CREDITO COOPERATIVO MAGNA GRECIA - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA A.R. PASSARO, SNC",VALLO DELLA LUCANIA,Campania,IT,40.2293396,15.2675157
IT0000171446274,BANCA DI CREDITO COOPERATIVO PORDENONESE E MONSILE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TRENTO, 1",AZZANO DECIMO,Friuli-Venezia Giulia,IT,45.881071,12.714859
IT0000643859337,BANCA DI CREDITO COOPERATIVO TERRA DI LAVORO - S. VINCENZO DE' PAOLI SOCIETA' COOPERATIVA PER AZIONI,Entidad de crédito,"VIA MADONNA DI POMPEI, 4",CASAGIOVE,Campania,IT,41.0788605,14.3093941
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.8049344,7.5931979
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.644935,7.7212415
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.8115713,7.6865927
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6074889,7.7466436
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7273887,7.4031775
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7163717,7.7364954
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6897873,7.7064502
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.8381943,7.6201422
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6857719,7.6577399
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6245124,7.6207762
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.720452,7.3254024
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6034622,7.7674352
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7246974,7.700479
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7361317,7.4942621
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6490179,7.8609143
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7129119,7.8822666
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7215494,7.2894355
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.8272674,7.8231796
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6118952,7.7355913
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6854327,7.8542203
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6538991,7.6844305
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7139559,7.2749217
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.8108193,7.6190786
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6327794,7.8450681
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7042167,7.6741673
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7391173,7.4670006
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6130802,7.8086624
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7280909,7.3571974
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.6063883,7.687618
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7406777,7.415603
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7483467,7.3577772
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7312801,7.4445077
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.8014084,7.5705222
IT0000303415987,BANCA DI CREDITO COOPERATIVO VALDOSTANA - COOPERATIVE DE CREDIT VALDOTAINE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA TAXEL, 26",GRESSAN,Valle d'Aosta/Vallée d'Aoste,IT,45.7616751,7.5323182
IT0000643851562,BANCA DI CREDITO COOPERATIVO VALLE DEL TORTO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA DUOMO, 4",LERCARA FRIDDI,Sicilia,IT,37.7476139,13.6029841
IT0000288750455,BANCA DI CREDITO COOPERATIVO VENEZIA GIULIA SOCIETA¿ COOPERATIVA,Entidad de crédito,"VIA ROMA, 20",TRIESTE,Friuli-Venezia Giulia,IT,45.6494502,13.7684078
IT0000442868399,BANCA DI CREDITO COOPERATIVO VICENTINO - POJANA MAGGIORE (VICENZA) - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA MATTEOTTI, 47",POJANA MAGGIORE,Veneto,IT,45.2920721,11.5013277
IT0000588649769,BANCA DI FILOTTRANO - CREDITO COOPERATIVO DI FILOTTRANO E CAMERANO - SOCIETA' COOPERATIVA,Entidad de crédito,"PIAZZA GARIBALDI, 26",FILOTTRANO,Marche,IT,43.4357296,13.3512697
IT0000103420796,BANCA DI IMOLA S.P.A.,Entidad de crédito,"VIA EMILIA, 196",IMOLA,Emilia-Romagna,IT,44.3530613,11.7141186
IT0000643855945,BANCA DI PESARO CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,VIA FRATELLI CERVI,PESARO,Marche,IT,43.9101021,12.9133947
IT0000175439195,BANCA DI PESCIA E CASCINA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA ALBERGHI, 26",PESCIA,Toscana,IT,43.9043151,10.6889004
IT0000122257446,BANCA DI PIACENZA - SOCIETA' COOPERATIVA PER AZIONI,Entidad de crédito,"VIA MAZZINI, 20",PIACENZA,Emilia-Romagna,IT,45.0519613,9.6926721
IT0000660334818,BANCA DI RIPATRANSONE E DEL FERMANO - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"CORSO VITTORIO EMANUELE, 45",RIPATRANSONE,Marche,IT,43.0002558,13.7625897
IT0000393168566,BANCA DI SCONTO S.P.A.,Entidad de crédito,"VIA VENTI SETTEMBRE, 30",ROMA,Lazio,IT,41.892984,12.4835363
IT0000171702348,BANCA DI UDINE CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIALE TRICESIMO, 85",UDINE,Friuli-Venezia Giulia,IT,46.0633481,13.2354304
IT0000171446356,BANCA DON RIZZO - CREDITO COOPERATIVO DELLA SICILIA OCCIDENTALE - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA VITTORIO EMANUELE II, 15/17",ALCAMO,Sicilia,IT,37.9802778,12.9646022
IT0002132627363,BANCA FINANZIARIA INTERNAZIONALE S.P.A. IN BREVE BANCA FININT S.P.A.,Entidad de crédito,"VIA VITTORIO ALFIERI, 1",CONEGLIANO,Veneto,IT,45.887159,12.2976689
IT0000100008675,BANCA FINNAT EURAMERICA S.P.A. (IN FORMA ABBREVIATA BANCA FINNAT S.P.A. OVVERO BANCA EURAMERICA S.P.A.),Entidad de crédito,"PIAZZA DEL GESU', 49",ROMA,Lazio,IT,41.892984,12.4835363
IT0000835701279,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Entidad de crédito,"VIA MACHIAVELLI, 4",TRIESTE,Friuli-Venezia Giulia,IT,45.6494502,13.7684078
IT0000491993001,BANCA IFIGEST - S.P.A.,Entidad de crédito,"PIAZZA DI SANTA MARIA SOPRARNO, 1",FIRENZE,Toscana,IT,43.7692262,11.2566059
IT0000374287291,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Entidad de crédito,"VIA TERRAGLIO, 63",VENEZIA,Veneto,IT,45.4349413,12.3384837
IT0000300865080,BANCA INVESTIS S.P.A.,Entidad de crédito,"VIA SAN DALMAZZO, 15",TORINO,Piemonte,IT,45.0732891,7.6806958
IT0000108813244,BANCA ITALIANA PER L' AMBIENTE E PER L' ENERGIA S.P.A. (IN BREVE BIAE S.P.A.),Entidad de crédito,"VIA TOMACELLI, 107",ROMA,Lazio,IT,41.892984,12.4835363
IT0000739638600,BANCA LAZIO NORD CREDITO COOPERATIVO - SOCIETA' COOPERATIVA PER AZIONI,Entidad de crédito,"VIA ALESSANDRO POLIDORI, 72",VITERBO,Lazio,IT,42.416936,12.1044977
IT0002644847750,BANCA MACERATA S.P.A. (IN FORMA ABBREVIATA BPRM S.P.A.),Entidad de crédito,"CONTRADA ACQUEVIVE, 20/A",MACERATA,Marche,IT,43.3002171,13.4531221
IT0001825324407,BANCA MALATESTIANA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,Entidad de crédito,"VIA XX SETTEMBRE, 63 - PALAZZO GHETTI",RIMINI,Emilia-Romagna,IT,44.0608208,12.5652307
IT0000217472416,BANCA MEDIOLANUM S.P.A.,Entidad de crédito,VIA ENNIO DORIS - PALAZZO MEUCCI,BASIGLIO,Lombardia,IT,45.3615688,9.1579832
IT0000203426147,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,Entidad de crédito,"PIAZZA SALIMBENI, 3",SIENA,Toscana,IT,43.3180049,11.3320017
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.4427014,15.2532326
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.4232128,15.3118824
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.4950065,15.2314358
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.8184113,15.3209772
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.7251108,15.2935584
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.509728,15.2047396
IT0000300564369,"BANCA MONTE PRUNO - CREDITO COOPERATIVO DI FISCIANO, ROSCIGNO E LAURINO- SOCIETA' COOPERATIVA",Entidad de crédito,VIA IV NOVEMBRE,ROSCIGNO,Campania,IT,40.4362023,15.381135
