country,region,market_category,founded
ES,País Vasco/Euskadi,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Comunidad de Madrid,E-Commerce & Retail,2018-01-01
ES,Comunidad de Madrid,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Social & Communication,2018-01-01
ES,Andalucía,Finance & FinTech,2018-01-01
ES,Comunidad de Madrid,Mobile,2018-01-01
ES,Aragón,Travel & Hospitality,2018-01-01
ES,Comunitat Valenciana,Real Estate,2018-01-01
ES,Cataluña/Catalunya,Mobile,2018-01-01
ES,Comunidad de Madrid,Social & Communication,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Extremadura,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Principado de Asturias,Clean Tech & Energy,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Comunitat Valenciana,Other,2018-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2018-01-01
ES,Comunidad de Madrid,Finance & FinTech,2018-01-01
ES,Comunitat Valenciana,E-Commerce & Retail,2018-01-01
ES,Comunidad de Madrid,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Comunitat Valenciana,Other,2018-01-01
ES,Cataluña/Catalunya,Healthcare,2018-01-01
ES,Cataluña/Catalunya,Social & Communication,2018-01-01
ES,Comunidad de Madrid,Education,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Principado de Asturias,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Región de Murcia,Analytics & AI,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Andalucía,Biotechnology,2018-01-01
ES,País Vasco/Euskadi,Energy,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2018-01-01
ES,Cataluña/Catalunya,Clean Tech & Energy,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Galicia,Hardware & Semiconductors,2018-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2018-01-01
ES,Comunidad de Madrid,Energy,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Andalucía,Other,2018-01-01
ES,Andalucía,Other,2018-01-01
ES,Comunidad de Madrid,Other,2018-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2018-01-01
ES,Comunidad de Madrid,Hardware & Semiconductors,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,Biotechnology,2018-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2018-01-01
ES,Comunidad de Madrid,Clean Tech & Energy,2018-01-01
ES,Cataluña/Catalunya,Mobile,2018-01-01
ES,Comunitat Valenciana,Real Estate,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2018-01-01
ES,Comunidad de Madrid,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2018-01-01
ES,Comunitat Valenciana,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Real Estate,2018-01-01
ES,Comunitat Valenciana,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Comunidad de Madrid,Energy,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Canarias,Other,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Comunitat Valenciana,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2018-01-01
ES,Cataluña/Catalunya,Healthcare,2018-01-01
ES,Andalucía,Social & Communication,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunidad de Madrid,Other,2018-01-01
ES,Comunidad de Madrid,Other,2018-01-01
ES,Aragón,Education,2018-01-01
ES,Galicia,Advertising & Marketing,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Andalucía,Travel & Hospitality,2018-01-01
ES,Cataluña/Catalunya,Social & Communication,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Galicia,Other,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunidad de Madrid,Social & Communication,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,País Vasco/Euskadi,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunidad de Madrid,Advertising & Marketing,2018-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2018-01-01
ES,Andalucía,Biotechnology,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Castilla-La Mancha,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2018-01-01
ES,Cataluña/Catalunya,Social & Communication,2018-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Real Estate,2018-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Illes Balears,Other,2018-01-01
ES,Comunidad de Madrid,Finance & FinTech,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2018-01-01
ES,Canarias,Other,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2018-01-01
ES,Castilla-La Mancha,Travel & Hospitality,2018-01-01
ES,Comunidad de Madrid,Clean Tech & Energy,2018-01-01
ES,Cataluña/Catalunya,Education,2018-01-01
ES,Comunitat Valenciana,Advertising & Marketing,2018-01-01
ES,Comunidad de Madrid,Security,2018-01-01
ES,Comunitat Valenciana,Healthcare,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Healthcare,2018-01-01
ES,Comunidad de Madrid,Education,2018-01-01
ES,País Vasco/Euskadi,E-Commerce & Retail,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Healthcare,2018-01-01
ES,Comunidad de Madrid,Healthcare,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,Mobile,2018-01-01
ES,Comunidad de Madrid,Other,2018-01-01
ES,Cataluña/Catalunya,Healthcare,2018-01-01
ES,Comunidad de Madrid,Mobile,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunitat Valenciana,Finance & FinTech,2018-01-01
ES,Comunidad de Madrid,Healthcare,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Andalucía,Other,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Healthcare,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Software & SaaS,2018-01-01
ES,Región de Murcia,Entertainment & Media,2018-01-01
ES,Castilla-La Mancha,Security,2018-01-01
ES,Comunidad de Madrid,E-Commerce & Retail,2018-01-01
ES,Comunitat Valenciana,Advertising & Marketing,2018-01-01
ES,Galicia,Other,2018-01-01
ES,Cataluña/Catalunya,Biotechnology,2018-01-01
ES,Comunidad de Madrid,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Región de Murcia,Other,2018-01-01
ES,País Vasco/Euskadi,Other,2018-01-01
ES,Castilla y León,Social & Communication,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Comunidad de Madrid,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Social & Communication,2018-01-01
ES,Cataluña/Catalunya,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Other,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2018-01-01
ES,Comunitat Valenciana,Real Estate,2018-01-01
ES,Comunitat Valenciana,Finance & FinTech,2018-01-01
ES,Galicia,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,Social & Communication,2018-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Cataluña/Catalunya,Education,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2018-01-01
ES,Andalucía,Software & SaaS,2018-01-01
ES,Comunitat Valenciana,Other,2018-01-01
ES,Comunitat Valenciana,Software & SaaS,2018-01-01
ES,Comunidad de Madrid,Software & SaaS,2018-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2018-01-01
ES,Cataluña/Catalunya,Real Estate,2018-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2018-01-01
ES,Comunidad de Madrid,Energy,2018-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2018-01-01
ES,Comunidad de Madrid,Biotechnology,2018-01-01
ES,Cataluña/Catalunya,Education,2018-01-01
ES,Comunidad de Madrid,Analytics & AI,2018-01-01
ES,Comunidad de Madrid,E-Commerce & Retail,2018-01-01
ES,País Vasco/Euskadi,Analytics & AI,2018-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2018-01-01
ES,Illes Balears,Other,2017-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2017-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,País Vasco/Euskadi,Other,2017-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2017-01-01
ES,Comunitat Valenciana,Hardware & Semiconductors,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Comunitat Valenciana,Energy,2017-01-01
ES,Cataluña/Catalunya,Hardware & Semiconductors,2017-01-01
ES,Cataluña/Catalunya,Energy,2017-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2017-01-01
ES,Comunidad de Madrid,Entertainment & Media,2017-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2017-01-01
ES,Cataluña/Catalunya,Healthcare,2017-01-01
ES,Castilla-La Mancha,Advertising & Marketing,2017-01-01
ES,Cataluña/Catalunya,Biotechnology,2017-01-01
ES,Castilla y León,Other,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Canarias,Other,2017-01-01
ES,Comunitat Valenciana,Software & SaaS,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Comunidad de Madrid,Software & SaaS,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Extremadura,Healthcare,2017-01-01
ES,Illes Balears,Software & SaaS,2017-01-01
ES,Castilla y León,Real Estate,2017-01-01
ES,Illes Balears,Advertising & Marketing,2017-01-01
ES,Comunitat Valenciana,E-Commerce & Retail,2017-01-01
ES,Castilla y León,Other,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Comunidad de Madrid,Software & SaaS,2017-01-01
ES,Aragón,Manufacturing & Logistics,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Healthcare,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Comunidad de Madrid,Hardware & Semiconductors,2017-01-01
ES,Comunitat Valenciana,Biotechnology,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Comunidad de Madrid,Analytics & AI,2017-01-01
ES,Cataluña/Catalunya,Healthcare,2017-01-01
ES,Andalucía,Healthcare,2017-01-01
ES,Galicia,Analytics & AI,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Comunidad de Madrid,Finance & FinTech,2017-01-01
ES,Comunidad de Madrid,Finance & FinTech,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Comunidad de Madrid,Mobile,2017-01-01
ES,Galicia,Finance & FinTech,2017-01-01
ES,Principado de Asturias,Manufacturing & Logistics,2017-01-01
ES,Galicia,Other,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Cataluña/Catalunya,Real Estate,2017-01-01
ES,Illes Balears,Entertainment & Media,2017-01-01
ES,Illes Balears,Software & SaaS,2017-01-01
ES,Cataluña/Catalunya,Clean Tech & Energy,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Healthcare,2017-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2017-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Analytics & AI,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Andalucía,Software & SaaS,2017-01-01
ES,Comunidad de Madrid,Finance & FinTech,2017-01-01
ES,Cataluña/Catalunya,Social & Communication,2017-01-01
ES,La Rioja,Other,2017-01-01
ES,Andalucía,Other,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2017-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Canarias,Hardware & Semiconductors,2017-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2017-01-01
ES,Comunitat Valenciana,Other,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Healthcare,2017-01-01
ES,Comunidad de Madrid,Analytics & AI,2017-01-01
ES,Comunidad de Madrid,Software & SaaS,2017-01-01
ES,Comunidad de Madrid,Entertainment & Media,2017-01-01
ES,Aragón,Education,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Castilla y León,Biotechnology,2017-01-01
ES,Cataluña/Catalunya,Mobile,2017-01-01
ES,Comunitat Valenciana,Other,2017-01-01
ES,Comunidad de Madrid,Healthcare,2017-01-01
ES,Comunitat Valenciana,Other,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Galicia,Other,2017-01-01
ES,Aragón,Other,2017-01-01
ES,Región de Murcia,Other,2017-01-01
ES,Comunidad de Madrid,Healthcare,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Illes Balears,Healthcare,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Comunidad de Madrid,Hardware & Semiconductors,2017-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Education,2017-01-01
ES,Cataluña/Catalunya,Clean Tech & Energy,2017-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Cataluña/Catalunya,Education,2017-01-01
ES,Cataluña/Catalunya,Mobile,2017-01-01
ES,Comunitat Valenciana,Biotechnology,2017-01-01
ES,Comunitat Valenciana,Hardware & Semiconductors,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Cataluña/Catalunya,Healthcare,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Comunidad de Madrid,Real Estate,2017-01-01
ES,Comunidad de Madrid,Clean Tech & Energy,2017-01-01
ES,Cataluña/Catalunya,Healthcare,2017-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Healthcare,2017-01-01
ES,Comunidad de Madrid,Software & SaaS,2017-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Real Estate,2017-01-01
ES,Comunidad de Madrid,Hardware & Semiconductors,2017-01-01
ES,Cataluña/Catalunya,Education,2017-01-01
ES,Comunitat Valenciana,Other,2017-01-01
ES,Comunidad de Madrid,Clean Tech & Energy,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Real Estate,2017-01-01
ES,Cataluña/Catalunya,Analytics & AI,2017-01-01
ES,Comunidad de Madrid,Analytics & AI,2017-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2017-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2017-01-01
ES,Andalucía,Healthcare,2017-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2017-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2017-01-01
ES,Galicia,Finance & FinTech,2017-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Education,2017-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2017-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2017-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2017-01-01
ES,Cataluña/Catalunya,Healthcare,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Cataluña/Catalunya,Biotechnology,2017-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2017-01-01
ES,Cataluña/Catalunya,Other,2017-01-01
ES,Principado de Asturias,Finance & FinTech,2017-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2017-01-01
ES,Cataluña/Catalunya,Mobile,2017-01-01
ES,Comunidad de Madrid,Entertainment & Media,2017-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Cataluña/Catalunya,Software & SaaS,2017-01-01
ES,Comunidad de Madrid,Mobile,2017-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2017-01-01
ES,Comunidad de Madrid,Other,2017-01-01
ES,Comunitat Valenciana,Manufacturing & Logistics,2016-01-01
ES,Castilla y León,Other,2016-01-01
ES,Andalucía,Manufacturing & Logistics,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2016-01-01
ES,Comunidad de Madrid,Social & Communication,2016-01-01
ES,Andalucía,Education,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Comunitat Valenciana,Clean Tech & Energy,2016-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2016-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2016-01-01
ES,Cataluña/Catalunya,Real Estate,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,Education,2016-01-01
ES,Aragón,Healthcare,2016-01-01
ES,Comunitat Valenciana,Travel & Hospitality,2016-01-01
ES,Comunidad de Madrid,Finance & FinTech,2016-01-01
ES,Castilla-La Mancha,Healthcare,2016-01-01
ES,Cataluña/Catalunya,Clean Tech & Energy,2016-01-01
ES,Andalucía,Other,2016-01-01
ES,Comunidad de Madrid,Hardware & Semiconductors,2016-01-01
ES,País Vasco/Euskadi,Security,2016-01-01
ES,Comunidad de Madrid,Finance & FinTech,2016-01-01
ES,Castilla y León,Finance & FinTech,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Comunidad de Madrid,Finance & FinTech,2016-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2016-01-01
ES,Cataluña/Catalunya,Clean Tech & Energy,2016-01-01
ES,Comunidad de Madrid,Analytics & AI,2016-01-01
ES,Comunidad de Madrid,Healthcare,2016-01-01
ES,Cataluña/Catalunya,Social & Communication,2016-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,Mobile,2016-01-01
ES,Cataluña/Catalunya,Real Estate,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Illes Balears,Travel & Hospitality,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Travel & Hospitality,2016-01-01
ES,Andalucía,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Real Estate,2016-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Galicia,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,Illes Balears,Mobile,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Comunitat Valenciana,Real Estate,2016-01-01
ES,Principado de Asturias,Other,2016-01-01
ES,Canarias,Software & SaaS,2016-01-01
ES,Comunidad de Madrid,Travel & Hospitality,2016-01-01
ES,Andalucía,Healthcare,2016-01-01
ES,Andalucía,Mobile,2016-01-01
ES,Comunidad de Madrid,Security,2016-01-01
ES,País Vasco/Euskadi,E-Commerce & Retail,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Cataluña/Catalunya,E-Commerce & Retail,2016-01-01
ES,Illes Balears,Advertising & Marketing,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Entertainment & Media,2016-01-01
ES,Comunidad de Madrid,Analytics & AI,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Comunidad de Madrid,Finance & FinTech,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
ES,Cataluña/Catalunya,Other,2016-01-01
ES,Galicia,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Healthcare,2016-01-01
ES,Comunitat Valenciana,Clean Tech & Energy,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,Comunitat Valenciana,Clean Tech & Energy,2016-01-01
ES,Comunitat Valenciana,Other,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Cataluña/Catalunya,Advertising & Marketing,2016-01-01
ES,Comunitat Valenciana,Education,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Illes Balears,Healthcare,2016-01-01
ES,Comunidad de Madrid,E-Commerce & Retail,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,País Vasco/Euskadi,Security,2016-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2016-01-01
ES,Comunidad de Madrid,Mobile,2016-01-01
ES,Comunidad de Madrid,Other,2016-01-01
ES,Illes Balears,Travel & Hospitality,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
ES,Comunidad de Madrid,Mobile,2016-01-01
ES,Cataluña/Catalunya,Mobile,2016-01-01
ES,Comunidad de Madrid,Security,2016-01-01
ES,Cataluña/Catalunya,Analytics & AI,2016-01-01
ES,Andalucía,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
ES,Comunidad de Madrid,Mobile,2016-01-01
ES,Comunidad de Madrid,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,Finance & FinTech,2016-01-01
ES,Comunidad de Madrid,Social & Communication,2016-01-01
ES,Comunidad de Madrid,E-Commerce & Retail,2016-01-01
ES,Comunitat Valenciana,Software & SaaS,2016-01-01
ES,Comunidad de Madrid,Manufacturing & Logistics,2016-01-01
ES,Cataluña/Catalunya,Software & SaaS,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
ES,Cataluña/Catalunya,Healthcare,2016-01-01
ES,Comunitat Valenciana,Entertainment & Media,2016-01-01
ES,Región de Murcia,Hardware & Semiconductors,2016-01-01
ES,Comunidad de Madrid,Analytics & AI,2016-01-01
ES,Cataluña/Catalunya,Manufacturing & Logistics,2016-01-01
